game_id,calling_side,score_diff_pre,elapsed_pre,elapsed_post,wp_caller_pre,wp_caller_post,delta_wp
2022021012,home,0,3839,3600,0.5220248987850972,0.035321007106373044,-0.48670389167872413
2022021120,home,1,2842,3160,0.8257128060466177,0.5297057815052391,-0.2960070245413786
2022020089,home,-3,2251,2555,0.0477023091145407,0.09227764044005683,0.04457533132551613
2022020424,home,2,2705,3029,0.9405600108375147,0.9662832855443106,0.025723274706795918
2022020840,home,-1,3560,3600,0.06086352565163717,0.035321007106373044,-0.025542518545264126
2022021013,home,-3,611,948,0.12723386955863636,0.11922269503314034,-0.008011174525496018
2022020193,home,0,3795,3842,0.5220248987850972,0.9702184100346217,0.44819351124952456
2022020275,home,0,3860,3600,0.5220248987850972,0.035321007106373044,-0.48670389167872413
2022020292,home,-2,3489,3600,0.007476688338206921,4.114916350330176e-05,-0.007435539174703619
2022020501,home,-4,2530,2833,0.009525160735239057,0.003881309139375317,-0.0056438515958637395
2022020555,home,-1,3578,3600,0.05327209759106925,0.035321007106373044,-0.01795109048469621
2022020890,home,0,3650,3688,0.5220248987850972,0.9702184100346217,0.44819351124952456
